Level Sensor-1,Level Sensor-2,Level Sensor-3, Fluid Flow
67.538881,66.746605,40.170815,253.556266
67.965463,67.071842,40.021531,253.534958
68.816231,67.987183,41.359185,253.799349
68.307166,68.465,42.965599,253.836066
68.857079,66.968497,43.534758,253.417104
66.770941,68.364231,36.916165,254.495487
64.43567,68.683079,39.090111,254.356325
63.54055,66.752167,41.282649,253.386617
65.964867,66.673806,39.685361,254.174054
67.510165,68.014772,37.716083,254.372552
69.881223,67.121803,38.698,253.789514
69.636765,67.413833,39.336921,253.298104
68.381073,66.212602,38.490479,254.653826
68.499332,65.843174,39.705992,254.396647
67.251669,66.374482,39.349148,253.924415
67.705942,67.259715,40.894168,253.716737
68.007531,67.442699,41.493194,252.994373
65.205106,66.970161,39.674123,253.951624
62.503564,67.528159,39.932541,253.420711
64.122848,68.139865,38.387408,254.07128
66.742872,67.703148,39.221702,254.356325
67.294495,67.838273,39.140178,254.240274
64.81485,68.018821,41.338213,253.847703
67.10486,66.927096,41.069135,253.196642
65.567771,67.207056,40.509518,254.692182
65.621896,66.592542,41.404444,254.693657
64.641044,66.845352,35.804305,255.028039
64.532906,67.75823,37.778721,254.453361
66.24428,62.014533,41.026677,255.213097
67.587363,61.923987,42.069872,253.036499
68.716018,64.208839,43.280165,254.237652
65.740698,63.375363,41.396022,253.398418
66.541126,65.362689,40.758645,253.654942
66.620489,64.790059,41.173108,254.501551
67.859002,65.666347,43.412194,253.860161
69.920923,66.796126,42.719066,254.067019
64.867315,66.984601,41.314706,254.416808
65.179222,68.230705,42.349872,253.192052
65.520628,65.434282,39.972456,254.603997
67.365859,63.272465,35.743659,254.855767
65.74819,65.092066,36.518973,254.63137
67.462392,66.546124,38.932721,253.607571
67.902968,67.154838,42.383567,255.080491
67.537511,68.119861,42.500107,254.004076
68.519632,68.521298,41.166677,254.343212
67.223541,67.144116,39.319979,254.108489
65.55147,66.65854,39.325082,254.552364
65.227483,66.79059,40.48496,254.340917
67.157593,67.700254,41.441222,254.184052
66.037244,68.296581,41.890979,255.326197
65.966179,67.000757,41.793211,254.34567
67.431199,67.361288,41.570747,263.780981
66.815131,67.47989,42.002736,264.386967
65.701201,66.478313,42.610202,263.593629
67.355938,67.238291,43.068704,263.916537
68.460054,65.556979,43.199656,264.639392
68.318435,66.835195,43.006507,263.65526
67.96346,68.273405,41.68864,264.331564
66.825185,67.931165,41.763312,263.367265
67.917087,69.083032,42.400104,264.473021
69.456027,67.267313,42.019779,263.765737
69.413004,67.521214,35.409887,263.957024
69.597671,69.104497,37.97745,264.661849
69.068085,68.39931,38.800153,264.482692
68.658582,68.853793,40.880511,263.371199
69.850297,68.196851,40.385494,265.274391
69.37116,67.8313,40.964664,264.379099
70.860461,68.410301,42.331008,264.00964
70.733245,67.531932,42.635694,265.245378
70.720315,68.492613,43.795359,264.301732
71.033447,67.898959,43.569036,264.52072
69.183939,68.090854,44.246946,265.514359
67.223292,68.974555,42.758475,265.077367
68.961435,67.602151,43.239085,265.29406
68.904708,67.219425,42.751536,264.06832
69.656981,62.073322,43.496554,264.021114
70.523433,63.783646,42.931308,263.052553
69.359893,65.565949,42.645955,264.29452
70.005988,67.463444,42.924403,265.589267
69.761797,68.273367,43.389247,263.39218
70.431516,68.215162,43.646034,264.50564
70.679193,68.132127,39.872109,263.987511
69.86341,68.547963,39.197401,264.579892
69.509735,68.754946,25.462888,264.665946
69.77686,68.037334,32.724252,264.013901
69.728307,69.45313,38.500369,265.888736
70.08363,69.789033,33.096729,262.904212
68.90519,69.895042,35.853269,265.367657
69.064168,68.964102,37.37523,263.764754
70.278125,69.649012,39.836988,263.062716
68.688793,69.892859,40.356717,264.193386
66.379933,66.234472,42.437918,263.880312
66.97672,67.134004,39.812725,264.061108
68.805555,69.094045,42.477967,263.918996
71.130102,67.423821,42.213038,262.820944
68.618653,68.6715,40.316355,264.176503
69.354767,65.697377,40.401387,263.637558
70.722757,67.444501,40.877349,265.442729
71.631069,68.561091,39.210893,264.171094
71.85242,69.663075,36.815167,263.927683
69.07438,70.498456,38.175295,265.209645
69.525065,68.567438,39.808116,264.339432
68.272741,67.788347,38.480319,263.419554
69.179913,69.073846,38.711595,264.702171
66.093952,67.61129,40.232322,264.157325
66.301379,66.845203,39.31396,264.539734
68.921587,66.188161,41.103717,263.897851
67.235709,67.272198,40.261131,263.129756
66.101836,65.955435,41.462002,264.288783
68.538636,67.528691,42.727266,263.939321
69.455175,68.438989,43.009792,263.799503
70.028928,70.488647,41.733398,264.339596
71.153406,70.841483,42.84431,264.708564
71.5762,70.526668,43.525018,263.623625
70.897404,71.449415,42.401883,263.319895
69.180169,71.149118,42.720487,264.750361
70.136773,70.735174,38.135595,263.337106
68.692792,70.360274,38.504545,264.742166
67.824176,69.353951,40.951371,264.083892
68.536561,69.577192,41.729256,263.153359
70.061884,69.924052,41.899618,264.250591
70.082269,69.933001,41.849887,263.115332
69.40073,67.923116,42.219078,264.710695
67.964138,65.069878,40.489838,263.432011
68.48669,66.882926,41.078996,263.338581
69.604642,68.2576,41.748932,264.215186
68.936862,67.755363,44.093356,264.216498
68.040215,67.93859,43.688133,265.131295
67.2797,68.964624,41.87524,264.378443
68.696589,67.497181,42.085224,263.625592
69.813311,67.765402,41.860694,264.112741
69.520094,69.156173,41.87143,264.463022
69.046115,70.21042,41.852247,264.993936
69.272822,70.392825,42.694143,264.740199
64.157835,69.644642,42.280493,264.983937
64.439182,67.640214,43.709395,263.984069
64.648434,66.908535,44.043218,264.798716
64.584337,67.53426,43.216751,262.981251
66.445881,69.357215,42.824058,265.337661
69.37421,68.809019,42.725025,262.984365
70.444312,69.828271,40.92372,264.46417
70.896674,69.883887,42.444394,264.419258
70.414808,69.979287,42.976776,264.240593
69.887841,69.807164,44.486747,264.5953
70.210754,64.715349,44.568348,263.784423
70.769871,65.88754,45.228273,263.864249
70.42705,66.590995,45.314226,264.579564
70.394554,68.582443,44.22204,263.28449
68.86962,69.421612,42.866439,264.175192
68.799392,68.510086,42.969066,264.037833
70.006058,68.324393,43.229474,263.88146
68.598701,69.203617,43.673391,264.255017
66.959951,70.176939,44.084464,264.002591
68.184845,69.168989,44.402269,263.314977
66.658662,67.616023,41.927667,263.495445
65.424008,68.897498,37.734311,263.074517
67.167734,67.876508,40.540907,264.108151
69.928602,68.754353,41.196233,263.664439
69.798116,69.781283,41.364288,264.323205
70.872136,68.471951,39.753729,263.868511
70.3497,68.855492,40.148598,264.334843
70.112274,69.64164,41.64732,263.871789
68.827082,67.636049,42.068296,265.516326
64.767894,68.695491,42.139794,273.503959
63.728213,69.62696,40.413956,273.654431
67.385399,70.697151,40.126225,274.849847
68.716605,71.302281,39.187358,274.929836
70.319438,71.305837,40.387267,275.603026
71.343255,71.656219,42.229706,274.760023
67.961421,68.697671,42.260754,274.120599
67.461189,69.930301,41.073951,273.708358
69.677467,69.458023,41.742701,274.122566
70.909382,68.86756,40.890332,274.912134
70.47317,69.662568,40.084155,273.805231
71.541418,70.910894,40.55932,274.077162
71.4012,71.238428,42.110374,273.505926
71.942478,71.646268,41.248532,273.502648
70.482646,71.772844,40.951793,275.158331
71.339546,72.118234,39.213325,275.079817
72.177212,71.579671,42.136733,275.166363
71.883263,67.270982,42.973085,274.011433
72.418428,69.587947,42.349079,273.744747
70.330899,69.814513,44.498509,273.959145
69.685394,70.185542,43.860869,273.420364
67.384811,71.344415,41.297657,274.047822
64.338821,71.004309,42.637067,273.891613
68.170164,68.018374,43.620566,273.938656
68.275022,67.36904,42.168321,274.649546
71.281711,67.523162,44.0301,274.174526
71.435115,67.524857,46.094696,273.946524
69.184556,67.854286,45.875012,273.572311
70.378402,69.601699,44.645588,274.014056
70.311371,70.204951,44.589573,274.44531
70.548056,70.998501,45.339406,273.109257
71.758685,69.841537,43.443551,274.278775
71.987464,67.477982,41.053996,273.814738
70.80069,69.016666,42.485709,274.07454
68.994428,70.293649,43.550369,272.495404
70.714063,70.520238,42.607835,273.766711
71.417649,71.776164,42.066743,274.410725
72.283752,72.557685,40.980122,274.817392
71.00412,72.113821,43.194478,273.619682
70.395873,70.171216,44.037298,272.982389
71.14098,70.61034,43.400895,273.789823
71.377521,70.115901,40.229429,273.513466
72.009507,69.624077,39.054354,273.732126
68.61939,69.887101,41.26994,274.875909
69.100781,69.512446,40.212703,275.488943
69.053668,68.774156,37.974199,274.769366
69.38277,70.059279,41.859057,275.159806
70.16567,69.71498,43.071118,275.672525
71.602314,70.917516,42.178518,275.786772
72.404275,71.480078,43.758003,273.210227
71.233362,70.543373,44.127857,274.255827
68.502496,70.443423,43.023765,274.730355
69.935442,70.089864,42.030148,275.570571
71.029482,63.392418,41.648643,275.984943
72.330228,63.867337,42.334445,275.350437
72.862778,66.8526,43.146352,273.895711
72.494586,69.394115,42.89488,274.617255
70.928796,69.901933,42.1569,276.074111
69.510648,68.795,42.36123,275.883317
71.861755,69.349085,44.758905,274.995238
70.44538,68.324671,44.753295,273.14958
69.36203,70.997448,41.992614,274.289757
70.124708,71.287153,41.506725,274.278939
70.824835,71.02942,42.85228,274.447441
69.090689,70.32793,40.071155,275.043756
68.840509,67.929137,40.981653,273.362011
70.76004,69.51899,42.328299,273.482487
70.24801,65.379758,37.987273,273.457736
69.643228,67.101948,40.613636,273.941115
71.318802,68.192745,43.219713,274.632826
71.271218,68.910141,43.830673,274.731994
71.71012,71.275271,42.017509,275.150955
71.201831,71.779896,43.041413,275.279954
70.781602,71.069003,42.895927,274.138957
72.132092,71.344918,42.920486,274.309918
71.403374,70.883739,43.4577,273.483962
64.417858,71.156084,43.318608,272.685215
67.31078,70.740852,42.616822,273.13745
68.803391,70.586748,41.849364,273.902431
69.799995,71.017091,41.880712,273.915708
70.26975,71.297696,43.540245,273.515269
69.94371,69.963777,41.214611,274.388269
69.522345,69.380332,43.493901,275.021955
70.424335,69.7507,42.49674,273.695081
70.33275,67.45075,43.731665,274.433836
69.067594,69.38322,41.390724,274.963766
64.11203,69.93302,41.436451,274.159282
67.449017,69.313161,42.201408,273.333162
69.507971,70.668162,44.437759,273.563951
69.668961,71.133004,44.479877,275.120139
70.261517,70.233698,43.785589,275.165543
71.65107,71.509849,44.149282,275.327817
72.326369,71.669778,43.40735,275.709078
72.281719,71.00443,44.425725,275.017366
71.840465,71.86314,45.631665,274.545461
72.999757,71.790297,45.905362,273.615584
72.147148,70.204659,42.524677,273.561493
71.929803,70.864771,42.490242,274.399087
73.045419,71.686398,43.868679,274.443671
70.701097,71.193394,44.595983,275.328144
70.26355,71.876735,39.063532,275.585815
69.489407,70.945543,38.437764,275.289461
70.697683,71.581089,39.708711,274.939343
71.893897,70.657923,39.274719,275.295198
70.550322,69.914503,42.287943,274.820343
71.099974,70.604509,43.765899,273.863584
69.362056,67.361949,44.405198,274.523005
70.703569,63.542424,44.359826,274.359092
71.082758,67.106622,43.69139,274.748221
71.818167,67.889777,44.003288,274.628565
67.719105,69.518329,45.840691,275.716946
69.882626,69.447814,43.782999,284.344658
70.80783,71.442994,44.883442,285.046369
71.614299,71.762382,43.767372,283.268079
73.116171,71.87769,44.122508,284.074858
74.13638,72.106458,45.294132,284.728214
73.742336,72.564067,46.367127,285.686284
73.63606,72.566878,40.809524,283.985853
73.963742,72.311165,42.07477,284.450382
72.669149,71.904466,44.593017,284.356624
72.801609,71.648108,44.612316,284.677893
71.683397,70.569795,42.641614,285.047024
73.1582,71.875274,43.729202,285.127997
73.168732,72.018152,43.38778,283.827022
72.362943,72.270559,43.582003,283.229396
71.844014,72.353992,44.569436,283.898816
69.267936,71.156997,43.529606,285.233065
70.574132,70.383754,44.27615,284.626916
70.487674,71.18758,43.490741,283.694252
70.632677,71.793444,43.380848,286.300957
71.484525,72.171306,45.219923,285.495982
73.177923,71.836136,45.026831,284.285158
72.62434,70.848704,43.677672,284.276143
73.586645,70.573565,44.090875,286.602885
64.205927,71.707092,44.588462,284.714609
66.984443,70.750869,43.170224,284.646749
71.047898,70.286673,40.663902,285.532534
69.91774,70.277601,43.137233,285.004079
69.279475,70.800996,42.898368,284.907043
71.99388,70.523138,42.79578,284.908846
71.062671,69.828997,43.459803,285.043418
69.322178,69.399529,44.371936,286.137536
71.042412,70.324249,45.372699,284.215659
68.723928,71.052226,45.370937,284.071088
69.562878,71.248579,44.732238,285.595477
71.756936,72.751004,45.694839,284.832463
70.624983,72.369896,46.549148,285.282075
71.520023,72.84777,45.556362,284.32712
68.251028,72.616445,44.119542,285.521552
64.232817,72.303933,44.594775,284.081087
69.351121,69.426288,46.06307,284.325972
71.099766,69.758939,45.148558,283.924058
72.685778,68.561479,44.661866,284.281552
73.881758,68.4718,47.92453,283.452809
72.023762,70.30493,48.367292,282.47638
71.451408,71.793313,46.553015,285.02506
72.164611,72.039605,45.728822,285.335347
73.167865,72.237291,44.36143,283.857018
71.192634,73.022772,43.216554,284.361705
72.980571,73.04695,44.309909,285.71333
72.161474,72.493504,43.9947,285.633832
73.125793,73.517677,45.227041,285.3342
72.027875,72.83927,44.688139,285.878882
71.98119,71.750212,44.829669,285.900518
73.103788,71.141277,45.77428,284.22156
73.948094,72.691462,46.532399,285.204872
74.336896,73.228295,45.77511,286.159828
74.144304,73.735455,46.345216,284.23664
73.929711,74.456454,45.584167,283.647373
73.125686,73.338047,41.50641,285.048008
73.813285,73.664456,36.975885,284.872621
73.756291,73.013352,39.371675,284.146979
73.622254,72.839252,41.787949,284.072891
73.022892,73.088549,43.101432,284.609377
73.781838,71.636297,43.983651,284.555778
72.620534,70.199245,45.29103,283.789158
71.099933,70.369362,46.379398,283.457235
71.841258,71.115728,45.80323,285.655633
71.362099,72.32375,46.254435,285.383865
72.001579,72.102022,45.621222,284.510374
73.523831,72.565109,45.595299,286.221787
71.484438,72.88546,44.721824,284.537256
70.870145,74.193798,44.909081,283.371508
71.602792,73.332103,44.856334,283.457398
73.486344,72.54679,45.187014,285.655797
74.86914,72.005473,44.417358,285.923794
72.296381,71.479433,43.441868,284.868851
71.926281,72.565775,43.729749,285.624653
72.635632,71.822285,45.425875,285.135046
73.747678,71.024287,45.187059,285.105541
72.986255,71.706236,43.747967,284.828201
72.351792,72.068079,42.592102,285.254702
72.518687,71.756841,37.875618,285.210609
69.330799,71.091227,37.085501,284.789845
71.852075,72.220241,40.324988,285.433367
72.312166,72.915731,40.675823,285.417795
73.081607,72.57269,39.636339,285.534993
70.98042,71.891408,40.042186,285.108
69.449169,71.401387,41.524624,284.97228
68.082819,70.438962,43.419543,285.778895
68.741663,71.071504,43.11495,285.953954
71.360039,72.071893,45.897535,285.286009
72.279873,72.417384,43.677279,285.407141
72.456956,71.78693,43.677044,286.086887
73.196218,72.47459,44.361929,286.563218
73.313705,72.382076,45.590122,284.10174
74.590439,72.203266,45.460624,284.449235
73.394966,71.088191,43.806724,286.381111
69.142944,71.885258,43.798821,285.059154
70.414256,71.998106,44.037871,285.356164
72.116445,71.298418,45.3891,285.691857
71.957708,71.644963,45.425026,286.763847
71.293177,70.467168,46.990682,283.944055
72.716844,71.355546,47.291036,284.801155
73.348878,72.067288,46.840171,285.58974
73.751054,71.438268,46.059961,284.320399
74.281122,69.406916,42.725966,284.751162
72.924025,70.925404,43.350863,285.121605
71.962842,71.189574,45.52526,285.693496
69.337258,71.923925,45.265573,283.447236
71.058581,70.257383,44.696332,283.592299
72.134106,71.434215,43.366555,286.068037
73.233297,71.89616,43.041296,284.843445
73.621248,71.034617,43.270239,285.633832
72.332729,72.876042,45.850917,284.366295
72.869171,71.767419,45.920886,285.194054
71.442101,71.793788,45.442004,289.693296
71.320132,70.72599,43.70474,294.706896
72.714932,71.57941,38.66727,294.210404
69.252784,72.685711,42.099196,294.964567
68.43858,73.369493,42.315972,294.780821
71.761422,73.325779,44.239367,294.125497
73.719162,72.713337,44.004836,294.712141
74.940038,71.217093,44.933636,295.682013
75.528288,70.404194,46.436335,295.114055
75.330266,71.914797,44.394055,295.112416
74.013658,72.468292,40.70662,293.847337
73.14229,72.235514,39.995576,296.157852
73.99643,72.590522,43.67984,294.575274
73.581634,72.640835,44.799032,294.085339
73.449296,72.364772,45.351251,293.23791
75.653481,72.421948,45.434334,295.407459
75.64871,70.287604,46.234528,295.268625
74.266971,70.818972,46.786629,294.033706
73.194291,71.562342,44.978557,294.517249
72.495805,72.322471,44.186905,293.232009
73.739436,72.915643,45.88302,292.858779
74.972115,73.259389,45.579321,294.665426
75.492866,73.092457,45.974626,295.794949
75.12878,70.93834,45.463049,294.817537
74.557741,71.930891,40.701429,294.859335
74.493785,72.745033,42.005932,294.597238
75.224157,73.641909,45.033627,295.196012
75.093838,73.494257,45.477598,294.946373
75.379773,74.340346,45.528943,293.280855
75.367462,74.725516,45.934208,294.590354
75.184957,74.848053,43.5399,294.201061
75.073726,73.740178,43.250218,294.215977
74.292114,73.658401,43.472569,294.671819
74.625066,69.996714,42.585148,295.117989
74.894364,70.276625,45.310894,295.028165
75.670503,68.92002,46.975285,294.987842
74.886055,71.553332,47.717985,293.711782
73.674511,72.577498,45.949031,294.806883
74.792744,74.334664,45.291867,293.512955
74.957679,74.712153,44.436581,295.122743
75.749154,74.938323,43.77006,294.608384
75.452066,73.614726,43.974977,292.95139
75.317356,73.660747,43.890076,294.406936
75.036556,73.032672,44.158311,293.827504
74.225048,73.943799,46.088754,293.911099
74.12382,74.261751,41.989904,295.586288
73.554137,74.432451,43.839549,295.008659
75.244883,74.57507,43.549935,294.626251
75.607226,74.824938,42.484355,294.34891
75.812433,74.689758,45.204494,293.758333
76.279461,74.333916,43.673431,293.366581
74.809347,74.397644,45.70061,293.38789
75.200777,73.480304,47.818289,295.159951
75.533958,73.461074,48.693318,294.702962
75.736148,73.386455,47.051442,293.959618
75.788468,70.060392,46.577129,295.528263
75.486309,71.90503,44.907259,294.652641
74.680134,73.373611,45.019175,294.314161
73.112911,73.409604,46.688877,293.458208
74.475182,73.409451,45.072537,294.137627
71.853964,73.38831,45.82077,294.185653
74.080415,73.170513,44.275441,294.902116
74.854487,73.309132,45.434922,294.965386
73.880362,73.194612,46.560844,293.589503
74.483309,73.669848,45.551292,292.74027
74.896508,74.204976,44.136845,293.796524
75.679962,74.05462,44.856302,294.859171
75.007323,73.913586,43.637685,294.825569
75.242445,73.590925,43.877664,295.366645
75.618587,74.07292,46.251146,294.718534
74.816494,74.203188,44.553356,296.10835
74.95627,73.615304,45.129409,294.15369
75.296228,71.599971,44.165455,294.069111
75.27136,70.703412,42.420431,294.05649
74.758654,72.030841,43.825132,295.41713
74.683711,71.959035,44.089624,294.612974
75.760625,72.39129,43.737695,294.381529
75.355052,71.658129,44.058936,294.968173
75.04366,70.940838,45.537631,293.946505
75.249178,72.305808,45.772637,294.719681
75.095441,72.420699,45.358193,294.076324
75.456043,70.364611,45.077631,295.391232
75.64349,72.485474,45.508507,296.016231
74.243368,73.455803,45.628632,295.094222
72.107448,73.618578,45.537588,294.249579
71.843745,74.730707,44.279784,294.86835
73.432691,73.601902,42.088697,293.229386
74.470556,74.238363,44.086837,295.470566
74.730026,73.898145,44.175877,294.213191
75.247316,74.378057,44.576619,295.038328
73.501766,75.187425,42.578338,295.041606
73.072178,74.490576,45.606419,293.986991
72.596321,73.238005,44.871287,294.099435
74.195658,73.715358,46.667085,293.738663
74.205981,74.613661,46.044789,293.60114
75.432328,73.253132,44.499106,295.307636
76.054321,74.161135,43.82633,296.232924
76.215464,72.144124,43.602905,295.019314
74.296809,71.973834,45.79814,294.066489
75.187885,73.678457,44.330967,294.458896
75.003974,74.2888,42.433971,294.184014
73.957252,73.810469,43.207375,294.264331
73.10722,73.469428,43.399466,295.621857
74.530335,73.398419,44.142025,295.299441
76.17095,72.517687,43.175726,296.278819
76.51589,73.210313,43.283343,296.535671
75.630979,73.969509,44.727891,296.65041
73.508672,74.550231,45.922328,294.788361
73.667134,74.592994,47.846655,295.189619
73.643762,72.195549,46.797835,295.491219
73.570902,73.854789,47.097929,296.351269
73.836084,73.599134,46.695639,296.325698
73.76972,73.511014,44.795751,295.969844
74.088746,74.110276,42.408905,296.554029
75.165218,74.954649,43.526335,294.898018
76.355109,72.582916,44.674388,296.729416
76.059449,74.088867,38.939454,296.47994
75.048944,74.081063,40.592301,298.988789
73.569168,72.610894,42.816048,307.664528
74.475312,73.943926,42.54593,304.858506
75.903023,74.392689,43.170913,306.592047
76.472365,74.25612,43.570669,306.418628
75.114398,74.180471,44.13279,305.610538
76.277515,73.447011,46.45985,306.341097
75.535713,71.864072,46.884749,304.916859
75.40744,73.330447,39.27746,305.843949
75.572996,74.710226,40.164165,307.540119
74.617501,74.048616,42.754345,305.188626
74.463584,74.583462,45.468079,305.504814
74.811019,74.931814,44.879861,305.370733
75.169997,74.85254,46.890562,305.586442
75.694857,72.021437,46.23735,305.508092
73.036838,71.388828,45.876183,304.808676
73.930556,72.841698,46.401944,306.788579
75.517266,72.756078,45.360147,306.981832
76.576366,74.338497,46.167331,304.652467
77.34151,73.94908,47.0157,304.977179
78.017282,71.065184,45.321433,306.240782
75.672553,73.419557,45.023769,307.411611
74.746366,74.65352,46.257056,304.958329
74.496225,76.159622,46.585584,306.159317
75.886204,76.118002,46.760092,306.284547
75.586938,76.425608,41.69066,306.660071
76.260392,76.918417,45.081634,306.227505
76.900531,77.058657,43.671916,305.653647
75.707946,74.360242,46.611628,307.038382
74.363994,75.443988,44.650008,306.168824
75.615132,76.303645,45.896759,306.529924
74.020884,75.836718,47.208892,306.901515
73.326549,76.472774,46.896729,305.814773
73.997483,75.010811,47.04822,303.827494
75.304292,72.291969,47.545015,306.357652
75.987233,75.348151,47.127293,306.957573
76.840812,75.853467,47.648772,307.791233
77.339952,75.555319,47.204162,305.412859
77.078058,75.257148,47.075472,305.426627
77.919686,75.882252,48.058511,307.017237
76.231389,74.219543,46.970603,305.890992
77.122822,75.2689,47.439765,305.537924
77.30497,71.866639,47.048065,306.317985
76.765813,72.313089,45.479999,307.94318
76.464674,72.324805,44.857328,306.906596
76.309325,74.65097,45.615256,305.894271
75.839947,74.359033,46.768027,306.938887
74.382938,74.18392,47.237094,305.642828
75.090279,74.096253,46.863524,304.94456
74.43095,73.733251,46.317577,306.868568
75.075218,73.88386,47.470302,307.866633
77.087029,73.910434,47.301803,306.945771
77.054927,71.888645,48.818296,306.429282
77.317936,72.635512,48.751197,306.889057
76.633553,73.295654,48.59787,307.621747
77.267935,72.585279,47.346457,306.000978
74.518756,67.808602,46.793261,305.802152
75.470153,70.120082,37.725495,305.299103
74.907435,73.254918,39.8367,306.049004
76.065734,74.942043,43.724425,305.669382
76.630198,75.173993,43.832172,304.11008
74.639485,75.733731,46.816551,304.280385
74.852357,75.961533,46.981617,305.016682
75.03713,74.07324,46.918682,304.208428
75.107259,74.497009,46.980237,305.874437
75.146104,75.491728,46.869689,307.907283
73.956335,75.337768,47.567047,305.990323
73.399765,74.114005,46.599968,305.809528
76.168769,74.29573,46.705053,306.250453
75.823474,74.889097,44.571909,306.382731
74.73866,71.777415,45.117645,305.069625
74.914613,73.781386,43.786994,305.577427
76.180285,76.018221,45.523634,306.523368
75.884377,76.637766,47.445067,305.936888
74.267755,76.822691,47.156105,305.642992
74.83481,76.134435,47.464854,305.125028
75.357111,74.838106,47.011406,305.298939
74.336778,76.05195,47.832732,306.940198
71.258826,75.684318,47.559668,306.23816
73.435511,75.692205,46.282359,307.168528
74.705398,75.628859,43.074031,306.413382
76.202209,75.453585,36.668756,305.939674
75.073678,73.873709,41.754136,305.998191
72.465946,74.441273,44.35002,305.278122
74.306599,75.58103,46.174125,305.827722
75.416227,75.877946,45.93148,306.619912
74.881317,75.848668,47.120105,304.270223
75.697777,73.910901,47.171763,307.344407
72.668645,72.7231,47.553752,306.429446
75.05591,75.018782,43.596681,306.336671
75.638437,75.246267,41.600175,305.847719
75.871679,74.445829,42.450825,306.30061
75.868732,74.331279,43.202119,306.494683
72.90742,73.753341,44.146811,306.168333
73.831441,75.024681,45.512708,306.772351
75.150874,72.404074,43.297041,307.149842
72.483468,70.471853,44.020636,306.631222
73.760258,73.015594,46.574331,306.987241
71.429118,74.718844,47.100896,306.254223
73.685512,75.599258,47.172915,305.642664
74.053794,75.347932,47.819197,305.897385
72.861835,75.695828,47.46752,306.398302
70.66357,75.115261,44.87747,305.104867
73.166556,75.236484,47.860828,306.430593
75.137325,75.204051,48.59475,305.379584
75.924832,74.774771,45.962571,306.385353
76.992778,74.986751,43.985946,306.887582
76.990415,75.008577,45.152572,305.862635
76.738528,75.416714,43.498204,305.266812
76.257513,74.993852,45.068045,305.279762
74.166239,75.638668,46.763226,305.595621
75.849902,75.365393,46.777671,307.286382
75.912563,76.563191,45.25425,304.835886
76.311401,76.381685,43.427071,304.846704
76.941435,76.53819,45.590596,313.995823
74.604577,77.259228,47.855719,317.901865
75.385516,76.806746,48.699362,315.166488
71.24656,76.524412,49.752472,315.346628
74.644673,76.387692,47.78745,316.032603
76.755901,76.707336,48.305642,315.288931
75.200198,74.729861,45.910534,316.290602
76.873477,75.891959,45.231982,316.785946
76.697991,75.152745,47.672001,315.750346
76.835113,75.551613,48.347919,316.325352
77.063037,76.757753,48.971218,318.478346
77.619204,77.679682,48.579036,318.086922
77.581542,77.658778,49.313831,316.328794
77.530341,77.680284,47.760214,317.445859
